Barcode	tSNE1	tSNE2	tSNE3	celltype_refined
J13.MAA000848.3_10_M.1.1	-6.75606391815077	-3.61349003704932	23.1021827394798	Progenitors
A18.MAA000848.3_10_M.1.1	9.5172397582058	0.739406118850471	23.760015958141	Progenitors
M11.MAA001887.3_39_F.1.1	4.69305303374972	-2.42097780934192	19.2693811882721	Progenitors
A8.MAA001844.3_38_F.1.1	1.07884552520391	-7.08135244129371	15.5196115102219	Progenitors
L14.MAA000596.3_9_M.1.1	-1.06356435691995	0.115236473974884	26.5283755875158	Progenitors
F22.MAA000848.3_10_M.1.1	-10.7269685627983	-4.71971385152059	23.9525811813352	Progenitors
L1.MAA000848.3_10_M.1.1	0.302478952593519	-2.41779219198438	22.6662485367335	Progenitors
F6.MAA000848.3_10_M.1.1	-3.38234597946934	-5.90760812410514	22.4089969549845	Progenitors
G15.MAA000600.3_8_M.1.1	7.85264759189326	2.45983755398775	23.4490076783299	Progenitors
I9.MAA001887.3_39_F.1.1	-3.30786284422591	-5.87765306602998	19.694365795817	Progenitors
K13.MAA000596.3_9_M.1.1	-9.6444957034473	-3.45983478823181	22.2320688517104	Progenitors
E9.MAA000600.3_8_M.1.1	-8.48083088431654	-4.55042736900592	20.2878770264186	Progenitors
F8.MAA000596.3_9_M.1.1	-10.5876835699317	-3.23367682377196	22.1782928736981	Progenitors
C15.MAA000848.3_10_M.1.1	3.43232604996851	0.0681811573149472	22.5029255055744	Progenitors
C18.MAA001887.3_39_F.1.1	5.95050039487617	-2.18327354331024	19.1870657412303	Progenitors
H8.MAA000848.3_10_M.1.1	6.39075001662114	2.31456665950227	20.2838982951317	Progenitors
F15.MAA001844.3_38_F.1.1	1.71119736879492	-6.99855557702483	18.3914775466287	Progenitors
L9.MAA000600.3_8_M.1.1	8.73498182840689	1.85336008380771	26.1047579625653	Progenitors
I11.MAA000596.3_9_M.1.1	-4.3505192006341	-1.38495642572002	25.4806649556049	Progenitors
M10.MAA000596.3_9_M.1.1	-4.21034515295909	-0.586245787884005	24.2255932473614	Progenitors
A11.MAA000596.3_9_M.1.1	1.9972062305782	-3.06728571304622	21.8985546355735	Progenitors
F19.MAA000600.3_8_M.1.1	-13.6587938402187	-4.41275730047157	20.8149572227889	Progenitors
P4.MAA000848.3_10_M.1.1	-4.67045366625843	-2.85829369129737	21.3108203767431	Progenitors
K21.MAA000848.3_10_M.1.1	6.7866240920408	2.58573952692183	20.8711868736279	Progenitors
M8.MAA000596.3_9_M.1.1	-8.56624750369498	-4.36225155402219	23.7340191499336	Progenitors
N16.MAA000848.3_10_M.1.1	5.44117011610006	1.69164439694358	20.0500109473681	Progenitors
N3.MAA000600.3_8_M.1.1	-5.18677784319727	-2.38869481749791	24.3241068622995	Progenitors
G15.MAA000596.3_9_M.1.1	9.27820409633579	2.74191509785959	24.7943354828334	Progenitors
A13.MAA001887.3_39_F.1.1	5.85591352996793	-2.25172623211197	18.7760931300593	Progenitors
D5.MAA000848.3_10_M.1.1	-11.612581970895	-7.13878754737639	19.8780062007453	Progenitors
M12.MAA000848.3_10_M.1.1	-4.66491010696135	-4.13434964322274	22.0821728030053	Progenitors
I1.MAA000600.3_8_M.1.1	0.0927026562414064	-5.91231602445052	21.8975264679332	Progenitors
I21.MAA001844.3_38_F.1.1	-10.1809014239339	-7.2826699239576	13.1696722513623	Progenitors
K22.MAA000848.3_10_M.1.1	0.0926160891841609	-3.96391078417494	24.5069588021184	Progenitors
H15.MAA000848.3_10_M.1.1	3.69693654989098	-0.759436502549179	20.0166619229077	Progenitors
A9.MAA001844.3_38_F.1.1	1.36270296785023	-6.87670422037865	15.7601537787336	Progenitors
